chr4	1489700
chr5	3095256
chr6	1427356
chr7	2607771
chr8	1890398
chr9	2275065
chr10	2128014
chr11	2534096
chr12	2401447
chr13	871000
chr14	1047133
chr15	2125558
chr16	1957554
chr17	2408440
chr18	3909289
chr19	3408411
chr20	2701540
chr21	1438696
chr22	2975108
chrX	2767870
chr1	3973102
chr2	2188342
chr3	2240991
chr4	1570976
chr5	3298438
chr6	3097768
chr7	3587703
chr8	1944154
chr9	2439747
chr10	1865216
chr11	3630637
chr12	2296158
chr13	739354
chr14	2426537
chr15	1558781
chr16	1811496
chr17	3631647
chr18	4791818
chr19	5386574
chr20	3462237
chr21	1860158
chr22	3602122
chrX	2944385
chr1	4832465
chr2	1788429
chr3	3003928
chr4	1954735
chr5	3390761
chr6	2256898
chr7	2735691
chr8	1972579
chr9	2408225
chr10	1367424
chr11	3283519
chr12	3084272
chr13	913974
chr14	1477163
chr15	2473495
chr16	2065428
chr17	4803082
chr18	5421359
chr19	3464528
chr20	3311322
chr21	2534492
chr22	3532273
chrX	2776507
chr1	5109991
chr2	1811129
chr3	2249702
chr4	1415022
chr5	3260987
chr6	2024100
chr7	2929789
chr8	1680395
chr9	2073643
chr10	2129104
chr11	3299711
chr12	2705146
chr13	1218233
chr14	2489059
chr15	2455504
chr16	1710405
chr17	3286928
chr18	4506914
chr19	4373632
chr20	3061251
chr21	2122445
chr22	2363455
chrX	3428576
chr1	4154049
chr2	1713382
chr3	2246361
chr4	1908240
chr5	3376194
chr6	1500297
chr7	4376224
chr8	1966339
chr9	2255607
chr10	2252970
chr11	4411368
chr12	1923703
chr13	1208812
chr14	1721905
chr15	1628458
chr16	1426039
chr17	3014429
chr18	3366264
chr19	4197593
chr20	2857123
chr21	1442091
chr22	3166821
chrX	3235526
chr1	3310603
chr2	1476845
chr3	2151145
chr4	1383149
chr5	3452970
chr6	2088092
chr7	3060660
chr8	1545865
chr9	2008931
chr10	1683458
chr11	3361970
chr12	1963471
chr13	274282
chr14	1186018
chr15	2149946
chr16	1253641
chr17	3019353
chr18	2282296
chr19	2965670
chr20	2601273
chr21	1135361
chr22	3064115
chrX	2779098
chr1	4429779
chr2	1748791
chr3	2708066
chr4	1791809
chr5	2478298
chr6	1501284
chr7	2749358
chr8	1779767
chr9	1778145
chr10	2140737
chr11	2860167
chr12	2156696
chr13	1209481
chr14	2188586
chr15	1218983
chr16	1895722
chr17	3185209
chr18	2980236
chr19	3745301
chr20	3233359
chr21	1701237
chr22	2822570
chrX	2791292
chr1	4296129
chr2	1978056
chr3	2265322
chr4	1864848
chr5	3031744
chr6	1838783
chr7	3004707
chr8	2093685
chr9	2510949
chr10	2266187
chr11	3157052
chr12	2694032
chr13	1190380
chr14	2034264
chr15	3167384
chr16	1793396
chr17	3069338
chr18	4629169
chr19	4118487
chr20	3219632
chr21	1976888
chr22	3046465
chrX	3818530
chr1	2978231
chr2	1740259
chr3	2198326
chr4	1796642
chr5	2602634
chr6	2095652
chr7	3124485
chr8	1782994
chr9	2432560
chr10	1624111
chr11	4098726
chr12	1847232
chr13	1002771
chr14	1502388
chr15	2405062
chr16	1342201
chr17	2994443
chr18	3989565
chr19	3327757
chr20	2783670
chr21	1627783
chr22	3118354
chrX	2904381
chr1	5200233
chr2	1884988
chr3	2928181
chr4	1836592
chr5	3435264
chr6	2705594
chr7	2333151
chr8	2104312
chr9	3810538
chr10	2380407
chr11	4871358
chr12	2346411
chr13	1204597
chr14	930818
chr15	2763788
chr16	1796745
chr17	2704841
chr18	4726231
chr19	4221999
chr20	3667470
chr21	2154223
chr22	4447960
chrX	3793017
chr1	3742127
chr2	1357242
chr3	2057664
chr4	1477140
chr5	2847229
chr6	2353851
chr7	2539156
chr8	1708238
chr9	1775682
chr10	2002482
chr11	2953159
chr12	2032772
chr13	1219113
chr14	1338334
chr15	1824049
chr16	1436786
chr17	4120054
chr18	3924106
chr19	6388333
chr20	2813806
chr21	2872095
chr22	2765522
chrX	1898204
chr1	4049488
chr2	1768206
chr3	2623436
chr4	2452654
chr5	4177267
chr6	1764845
chr7	4449597
chr8	2177584
chr9	3136078
chr10	2273540
chr11	3810473
chr12	3040851
chr13	793446
chr14	1590122
chr15	2469638
chr16	1799449
chr17	4555389
chr18	4261000
chr19	4761954
chr20	3290084
chr21	2256830
chr22	2505267
chrX	2909637
chr1	4963229
chr2	1961079
chr3	2114817
chr4	2310495
chr5	3890712
chr6	1717279
chr7	4449666
chr8	1989946
chr9	1857587
chr10	1620977
chr11	2797824
chr12	4059633
chr13	585055
chr14	1780167
chr15	1633058
chr16	2431562
chr17	3253452
chr18	5700600
chr19	4404411
chr20	3983735
chr21	2985773
chr22	1970653
chrX	2869475
chr1	4835693
chr2	2077124
chr3	2481647
chr4	2481989
chr5	3008770
chr6	1105027
chr7	3778101
chr8	2145431
chr9	1957362
chr10	2376827
chr11	4122627
chr12	2673102
chr13	1484253
chr14	1556924
chr15	2682403
chr16	1495634
chr17	4308095
chr18	5458234
chr19	4604167
chr20	3527913
chr21	1746957
chr22	3544235
chrX	3744786
chr1	4791925
chr2	2416933
chr3	2574038
chr4	1327294
chr5	3447290
chr6	2025931
chr7	3183696
chr8	1955552
chr9	2373622
chr10	1632841
chr11	2914871
chr12	2554764
chr13	1609678
chr14	1454378
chr15	2459247
chr16	1689222
chr17	2220109
chr18	4954524
chr19	4085170
chr20	3278937
chr21	2212545
chr22	2900601
chrX	2344612
chr1	4310579
chr2	1825611
chr3	1940680
chr4	2080304
chr5	4099102
chr6	1348166
chr7	2579190
chr8	1688696
chr9	1625014
chr10	1702445
chr11	3060986
chr12	3972226
chr13	1350033
chr14	1711687
chr15	1767531
chr16	1889100
chr17	3360149
chr18	4668059
chr19	3315612
chr20	2980977
chr21	2280878
chr22	2574512
chrX	2060572
chr1	3733280
chr2	1449898
chr3	2083587
chr4	1407028
chr5	2736304
chr6	2108066
chr7	3763212
chr8	1849799
chr9	1849873
chr10	1446084
chr11	1886104
chr12	2713307
chr13	767787
chr14	1306225
chr15	2213204
chr16	1706623
chr17	3104959
chr18	2698144
chr19	5053125
chr20	2428731
chr21	1150710
chr22	1991916
chrX	2488562
chr1	7735841
chr2	1698352
chr3	4250618
chr4	2537653
chr5	5783131
chr6	2439278
chr7	4322926
chr8	2082671
chr9	3816247
chr10	2632273
chr11	2910830
chr12	5188726
chr13	1802445
chr14	2411106
chr15	2215164
chr16	3030910
chr17	3924884
chr18	3883385
chr19	8002194
chr20	4056664
chr21	3712732
chr22	3576111
chrX	5340077
chr1	3646020
chr2	1548959
chr3	2755639
chr4	1514072
chr5	3373430
chr6	1788034
chr7	4067760
chr8	1637790
chr9	2230938
chr10	1797994
chr11	3714947
chr12	3521238
chr13	1245151
chr14	1756359
chr15	1876586
chr16	2179284
chr17	3052680
chr18	3399896
chr19	4939850
chr20	3299121
chr21	2354330
chr22	3279500
chrX	2995828
chr1	4545816
chr2	1425576
chr3	2196807
chr4	1549304
chr5	3661890
chr6	1704127
chr7	4053171
chr8	1628722
chr9	2195896
chr10	2895096
chr11	4411568
chr12	2872095
chr13	2128657
chr14	1215520
chr15	1075726
chr16	2116790
chr17	4923321
chr18	3529766
chr19	5855563
chr20	2998615
chr21	2303556
chr22	3293815
chrX	3282999
chr1	5084995
chr2	2131586
chr3	2434503
chr4	1974772
chr5	3470644
chr6	2347414
chr7	2956046
chr8	1613741
chr9	2658641
chr10	2565467
chr11	3862752
chr12	3417478
chr13	1024548
chr14	1753823
chr15	1626296
chr16	2062654
chr17	3471819
chr18	3271076
chr19	4666821
chr20	4258220
chr21	2555596
chr22	3293125
chrX	1748486
chr1	5463511
chr2	1568985
chr3	2033656
chr4	1911586
chr5	3147762
chr6	2000575
chr7	3019839
chr8	2180724
chr9	1603770
chr10	2039863
chr11	3925547
chr12	2386781
chr13	996724
chr14	1412772
chr15	2770974
chr16	1957040
chr17	2443837
chr18	3611256
chr19	4555848
chr20	4914017
chr21	1474653
chr22	2855172
chrX	2583835
chr1	4383142
chr2	1660498
chr3	2263930
chr4	1766511
chr5	2908920
chr6	2411948
chr7	2173543
chr8	1665278
chr9	1600290
chr10	1754650
chr11	4067132
chr12	3680187
chr13	1165776
chr14	1850423
chr15	2016626
chr16	1869017
chr17	3789930
chr18	2971826
chr19	2932418
chr20	3814094
chr21	2140529
chr22	3846756
chrX	2291693
chr1	4196921
chr2	2044700
chr3	3338794
chr4	1920112
chr5	3631627
chr6	2231256
chr7	3139711
chr8	1745291
chr9	2171109
chr10	1866960
chr11	3227221
chr12	2126488
chr13	1153513
chr14	1550114
chr15	1591912
chr16	1802513
chr17	3908003
chr18	3116139
chr19	4996438
chr20	2249235
chr21	2014618
chr22	2375942
chrX	2091752
chr1	4703889
chr2	1268636
chr3	3298174
chr4	2362814
chr5	3397855
chr6	2566888
chr7	3146638
chr8	2005300
chr9	3024070
chr10	1984172
chr11	3643334
chr12	3149815
chr13	1870859
chr14	1760105
chr15	1901440
chr16	2013748
chr17	3273089
chr18	4325074
chr19	5327615
chr20	4777167
chr21	2850921
chr22	2296759
chrX	1503250
chr1	4874782
chr2	1393921
chr3	2779763
chr4	2101872
chr5	3240761
chr6	2194649
chr7	2466193
chr8	2101289
chr9	2149183
chr10	1480677
chr11	4038132
chr12	4392896
chr13	1109687
chr14	2081089
chr15	1867635
chr16	1463879
chr17	4363377
chr18	3866055
chr19	5870451
chr20	4181430
chr21	2500893
chr22	2043961
chrX	2548760
chr1	6628692
chr2	1796051
chr3	3398002
chr4	2004949
chr5	3389810
chr6	1647287
chr7	3342663
chr8	1734217
chr9	1821263
chr10	1529441
chr11	3672585
chr12	3089645
chr13	331568
chr14	1509835
chr15	1680819
chr16	2770176
chr17	3930983
chr18	3785361
chr19	4743913
chr20	3451124
chr21	2568433
chr22	2623289
chrX	3345847
chr1	4486707
chr2	1881005
chr3	2426211
chr4	1837718
chr5	4478420
chr6	1695083
chr7	3928195
chr8	1723618
chr9	2348035
chr10	3341624
chr11	3398230
chr12	2885780
chr13	916026
chr14	1566948
chr15	2749590
chr16	3006791
chr17	3493311
chr18	4140934
chr19	4894773
chr20	3265256
chr21	2125361
chr22	2131788
chrX	3795714
chr1	4263368
chr2	1672077
chr3	2819583
chr4	2150219
chr5	4418974
chr6	1651648
chr7	3023452
chr8	1784296
chr9	2483125
chr10	1797513
chr11	3215373
chr12	3144891
chr13	1568254
chr14	1837637
chr15	1830480
chr16	2185579
chr17	4004085
chr18	3537848
chr19	3978891
chr20	3160671
chr21	2321180
chr22	2440631
chrX	2137247
chr1	4927538
chr2	1785011
chr3	2965877
chr4	1408014
chr5	3593519
chr6	2087772
chr7	3264397
chr8	1862294
chr9	2035202
chr10	1855493
chr11	3686261
chr12	2024705
chr13	1675106
chr14	1229093
chr15	2044131
chr16	2245677
chr17	3390720
chr18	3039306
chr19	4597810
chr20	3525947
chr21	1576542
chr22	2817699
chrX	3122400
chr1	4178712
chr2	2050295
chr3	3589381
chr4	1696009
chr5	4203569
chr6	1908845
chr7	2954911
chr8	1651218
chr9	1379191
chr10	2227121
chr11	3988049
chr12	2297297
chr13	1070437
chr14	1008981
chr15	1608237
chr16	1993148
chr17	3723130
chr18	4393701
chr19	4024760
chr20	3063219
chr21	2758640
chr22	2604296
chrX	1781892
chr1	4147619
chr2	2413259
chr3	2017230
chr4	2386059
chr5	3614079
chr6	2311409
chr7	3799914
chr8	2058901
chr9	3257345
chr10	2369582
chr11	3379557
chr12	2247579
chr13	1208737
chr14	2630494
chr15	2008844
chr16	1502567
chr17	3170988
chr18	5104154
chr19	4031755
chr20	4223935
chr21	2315792
chr22	1709255
chrX	3554053
chr1	4049319
chr2	2033335
chr3	2149206
chr4	2679323
chr5	3372850
chr6	3571933
chr7	4671720
chr8	2471927
chr9	2726930
chr10	2119600
chr11	5680599
chr12	3088446
chr13	5846219
chr14	1619270
chr15	2410608
chr16	1694855
chr17	3481468
chr18	3891942
chr19	4982602
chr20	4160954
chr21	647619
chr22	3387134
chrX	2067283
chr1	4337392
chr2	1906581
chr3	2966114
chr4	2326285
chr5	2199432
chr6	2668916
chr7	2031759
chr8	2193289
chr9	2763532
chr10	2314760
chr11	4087849
chr12	3100189
chr13	1143690
chr14	1715367
chr15	2072492
chr16	1766395
chr17	2947010
chr18	4019790
chr19	4833321
chr20	4049077
chr21	985177
chr22	3217793
chrX	2838174
chr1	4134541
chr2	1647870
chr3	3278732
chr4	1512815
chr5	3606950
chr6	2843965
chr7	3507163
chr8	2178814
chr9	2629563
chr10	2358002
chr11	3037244
chr12	2999122
chr13	2531127
chr14	1674840
chr15	2522871
chr16	1920414
chr17	2329540
chr18	4606429
chr19	4376607
chr20	3108547
chr21	1026176
chr22	3673528
chrX	4318793
chr1	5224327
chr2	2589595
chr3	2795592
chr4	2938964
chr5	3502492
chr6	3013209
chr7	4229264
chr8	1308788
chr9	2525682
chr10	4691828
chr11	4645218
chr12	3045277
chr13	590598
chr14	1824945
chr15	2150553
chr16	1749427
chr17	4614737
chr18	4511224
chr19	7488091
chr20	2898445
chr21	3108979
chr22	3179090
chrX	3657514
chr1	4547345
chr2	1918406
chr3	2651077
chr4	2430369
chr5	3846768
chr6	2078756
chr7	4268389
chr8	1210676
chr9	2947647
chr10	3509940
chr11	3704128
chr12	3064501
chr13	1796148
chr14	1919985
chr15	3586785
chr16	1804502
chr17	4380843
chr18	4811396
chr19	3756141
chr20	5138646
chr21	2706850
chr22	4271840
chrX	3791367
chr1	5885695
chr2	2330871
chr3	2140558
chr4	1989867
chr5	3232321
chr6	1997904
chr7	3944862
chr8	2282866
chr9	2966384
chr10	2264499
chr11	6880113
chr12	2665284
chr13	3151073
chr14	2078033
chr15	2217590
chr16	1551563
chr17	3556890
chr18	4288805
chr19	4634669
chr20	4671692
chr21	1782581
chr22	4116422
chrX	4088109
chr1	5055566
chr2	2400796
chr3	2685511
chr4	2961353
chr5	3051138
chr6	1884448
chr7	4881330
chr8	1955137
chr9	3343259
chr10	2060493
chr11	3991704
chr12	2420540
chr13	1712931
chr14	2229300
chr15	2396186
chr16	1606228
chr17	3555674
chr18	4916046
chr19	5470881
chr20	3755231
chr21	1967004
chr22	3389411
chrX	3218014
chr1	5258179
chr2	2382646
chr3	2704295
chr4	2167620
chr5	3473494
chr6	3339148
chr7	4353194
chr8	2007193
chr9	3472052
chr10	2164246
chr11	3577300
chr12	3439789
chr13	1412442
chr14	2096016
chr15	2435401
chr16	1881235
chr17	2975676
chr18	4923659
chr19	4712760
chr20	3878433
chr21	2471721
chr22	3830367
chrX	3030355
chr1	5053428
chr2	2133179
chr3	2517444
chr4	3068309
chr5	3392947
chr6	2790504
chr7	3361366
chr8	2318032
chr9	2726665
chr10	1937327
chr11	3565716
chr12	3271513
chr13	1603080
chr14	2158398
chr15	3471340
chr16	1890711
chr17	3949811
chr18	3723651
chr19	6034336
chr20	5165096
chr21	2285846
chr22	3747256
chrX	3499493
chr1	4123754
chr2	2217184
chr3	2449348
chr4	2435446
chr5	3783930
chr6	2554439
chr7	3435342
chr8	2116268
chr9	2627127
chr10	2164678
chr11	3884226
chr12	2705906
chr13	1382818
chr14	1768852
chr15	3165867
chr16	1667230
chr17	4048276
chr18	4921299
chr19	5932498
chr20	3172555
chr21	1688348
chr22	2776923
chrX	3183044
chr1	4558119
chr2	1875505
chr3	2128413
chr4	2199541
chr5	3774410
chr6	3581474
chr7	4438941
chr8	1672950
chr9	2035402
chr10	3061177
chr11	3900100
chr12	2696345
chr13	2026159
chr14	1579006
chr15	2255038
chr16	1172097
chr17	4251611
chr18	3009674
chr19	5248357
chr20	2825390
chr21	1278066
chr22	2703662
chrX	3045407
chr1	4311670
chr2	2042106
chr3	2869269
chr4	2668644
chr5	3743437
chr6	1836861
chr7	3251659
chr8	2341758
chr9	2062876
chr10	2773826
chr11	3160619
chr12	3756588
chr13	1370949
chr14	1617609
chr15	1949041
chr16	2053263
chr17	2870923
chr18	5193097
chr19	4584258
chr20	4351732
chr21	2402095
chr22	4129121
chrX	3710179
chr1	3775575
chr2	1255508
chr3	1999771
chr4	1519004
chr5	3000535
chr6	3902803
chr7	3671802
chr8	1463410
chr9	1515898
chr10	2165084
chr11	3590062
chr12	2790972
chr13	2758464
chr14	1273714
chr15	1432849
chr16	1430293
chr17	3188261
chr18	2948908
chr19	3502103
chr20	3153821
chr21	805960
chr22	3202966
chrX	3760079
chr1	4349667
chr2	1922764
chr3	3262108
chr4	3169631
chr5	2735425
chr6	2644664
chr7	2959670
chr8	2098632
chr9	2095940
chr10	2495763
chr11	5726546
chr12	2981337
chr13	1840603
chr14	1917626
chr15	1908113
chr16	1531418
chr17	3874945
chr18	2840705
chr19	5282396
chr20	3430468
chr21	1468034
chr22	2091521
chrX	2975059
chr1	4867412
chr2	2282056
chr3	2529496
chr4	2303377
chr5	2871109
chr6	3003055
chr7	3603572
chr8	2186706
chr9	1676701
chr10	2082182
chr11	4250997
chr12	2806954
chr13	2942435
chr14	1612793
chr15	3399050
chr16	1324156
chr17	3821254
chr18	5572845
chr19	3753743
chr20	3204994
chr21	1512564
chr22	2747340
chrX	2869758
chr1	4142514
chr2	2195422
chr3	2290612
chr4	1876457
chr5	3993469
chr6	3578629
chr7	4160115
chr8	2215347
chr9	2830872
chr10	2070104
chr11	5075613
chr12	3541248
chr13	720717
chr14	1762222
chr15	2620772
chr16	1530676
chr17	3810352
chr18	4952945
chr19	4615835
chr20	4054095
chr21	2659943
chr22	3694694
chrX	3809536
chr1	4203016
chr2	2363358
chr3	2904077
chr4	2413319
chr5	4026551
chr6	4307374
chr7	3447094
chr8	2396186
chr9	3095119
chr10	3170844
chr11	3303841
chr12	2750718
chr13	1314188
chr14	980289
chr15	1846480
chr16	1887437
chr17	3865835
chr18	4919742
chr19	4740502
chr20	3987797
chr21	1731005
chr22	5506103
chrX	3782260
chr1	4652067
chr2	2432364
chr3	3066556
chr4	3488698
chr5	3215495
chr6	2194718
chr7	4235777
chr8	2598744
chr9	2954132
chr10	2016517
chr11	5104800
chr12	2539938
chr13	1628247
chr14	1868189
chr15	2333571
chr16	1949109
chr17	3326795
chr18	4452130
chr19	4428093
chr20	3957362
chr21	1784764
chr22	3717678
chrX	3004350
chr1	4126790
chr2	2093277
chr3	2172755
chr4	1521826
chr5	3525633
chr6	2183870
chr7	3487227
chr8	2484127
chr9	3773380
chr10	2130283
chr11	6009808
chr12	3157313
chr13	3371189
chr14	1177053
chr15	2740053
chr16	2656426
chr17	4029315
chr18	4522650
chr19	5258874
chr20	3278425
chr21	991871
chr22	4222808
chrX	3220887
chr1	2953149
chr2	1749514
chr3	2107986
chr4	1880153
chr5	2631336
chr6	2042033
chr7	3791090
chr8	3044189
chr9	2894796
chr10	2868330
chr11	4312316
chr12	3452689
chr13	2666600
chr14	1671233
chr15	2182243
chr16	968455
chr17	4192250
chr18	3924736
chr19	5965282
chr20	4704374
chr21	1489437
chr22	2412556
chrX	4749597
chr1	5264912
chr2	2091608
chr3	3156072
chr4	2062688
chr5	4069686
chr6	2665528
chr7	4949143
chr8	1911968
chr9	3006610
chr10	2000576
chr11	3832780
chr12	2746172
chr13	1418523
chr14	1644514
chr15	2981380
chr16	1759103
chr17	3763281
chr18	5321095
chr19	4535847
chr20	2404705
chr21	1714794
chr22	3080328
chrX	3515162
chr1	5237125
chr2	2222843
chr3	2693744
chr4	2033723
chr5	3537068
chr6	4643967
chr7	5992958
chr8	2015838
chr9	2267963
chr10	2963237
chr11	3657328
chr12	2780523
chr13	5035240
chr14	1237455
chr15	4287532
chr16	1631629
chr17	4276159
chr18	5101506
chr19	3502651
chr20	3890956
chr21	489112
chr22	4075638
chrX	3380984
chr1	4350575
chr2	2207049
chr3	2453866
chr4	1813972
chr5	3492868
chr6	2352703
chr7	4906841
chr8	2157741
chr9	2378425
chr10	1970429
chr11	5513281
chr12	2717297
chr13	1108126
chr14	1458939
chr15	2146323
chr16	1217190
chr17	3451990
chr18	4151236
chr19	3049118
chr20	2514180
chr21	1684767
chr22	2533122
chrX	3504755
chr1	4534312
chr2	2033038
chr3	2286649
chr4	1708197
chr5	3312682
chr6	1934027
chr7	3827663
chr8	1806679
chr9	2247163
chr10	3299622
chr11	3118990
chr12	3037448
chr13	656164
chr14	2043821
chr15	1936900
chr16	1523588
chr17	3325574
chr18	4665805
chr19	5951293
chr20	3511193
chr21	2174767
chr22	4710730
chrX	2942844
chr1	4653539
chr2	2571548
chr3	2471250
chr4	2565516
chr5	3359030
chr6	3681692
chr7	3802278
chr8	1986401
chr9	1673266
chr10	2503847
chr11	3654761
chr12	2407652
chr13	590656
chr14	1697778
chr15	2883080
chr16	1597660
chr17	4057730
chr18	3061634
chr19	4331545
chr20	2364416
chr21	2175773
chr22	3021686
chrX	1284651
chr1	4356991
chr2	2185266
chr3	2444974
chr4	2874486
chr5	3038819
chr6	3035440
chr7	3249837
chr8	2088884
chr9	2651013
chr10	2047091
chr11	3708928
chr12	2667578
chr13	990048
chr14	1567318
chr15	2419405
chr16	1566624
chr17	3351291
chr18	4569989
chr19	4051659
chr20	2999395
chr21	1521831
chr22	4080416
chrX	3051140
chr1	3729246
chr2	1531717
chr3	2796459
chr4	1965196
chr5	2720263
chr6	2244019
chr7	3333238
chr8	2666116
chr9	2654621
chr10	2297092
chr11	4360851
chr12	2516683
chr13	613714
chr14	1914732
chr15	2477803
chr16	1849000
chr17	3306699
chr18	5768661
chr19	5074327
chr20	2955728
chr21	2860699
chr22	2763378
chrX	2880093
chr1	5693601
chr2	1965077
chr3	2641873
chr4	3112767
chr5	2906853
chr6	3606277
chr7	4205338
chr8	2466801
chr9	2970946
chr10	2213550
chr11	4358189
chr12	3318007
chr13	1271829
chr14	1873609
chr15	2156746
chr16	1777750
chr17	3768563
chr18	4529498
chr19	3006600
chr20	3794759
chr21	1695623
chr22	3458244
chrX	3593151
chr1	4640362
chr2	1954445
chr3	2281435
chr4	2204805
chr5	3539711
chr6	3048097
chr7	3241274
chr8	1823442
chr9	2358983
chr10	2557131
chr11	6222782
chr12	2824080
chr13	1622667
chr14	1719385
chr15	2545941
chr16	1708562
chr17	4063109
chr18	5002065
chr19	3398349
chr20	3815909
chr21	2176207
chr22	4433155
chrX	2982671
chr1	5020498
chr2	1803569
chr3	3174823
chr4	1809353
chr5	4108419
chr6	2911462
chr7	4102115
chr8	2054318
chr9	3503469
chr10	1841436
chr11	3193320
chr12	2368403
chr13	1509894
chr14	1898940
chr15	3007387
chr16	1321653
chr17	3782802
chr18	4879899
chr19	4895096
chr20	4475752
chr21	1920716
chr22	3653648
chrX	3077544
chr1	5629718
chr2	2022978
chr3	3096350
chr4	3902744
chr5	3527543
chr6	3985784
chr7	2816611
chr8	1909546
chr9	3624541
chr10	1941421
chr11	6072335
chr12	3655914
chr13	1264968
chr14	1655048
chr15	2262766
chr16	1618211
chr17	4433622
chr18	2760540
chr19	5949152
chr20	3228353
chr21	1390704
chr22	3652605
chrX	3732157
chr1	4592409
chr2	2029154
chr3	1628647
chr4	3534879
chr5	2957788
chr6	1954656
chr7	3557648
chr8	2091301
chr9	1992106
chr10	1908866
chr11	3457734
chr12	3106012
chr13	2913705
chr14	1587283
chr15	2628142
chr16	1453846
chr17	2977908
chr18	4632248
chr19	6312202
chr20	4386799
chr21	914827
chr22	4351424
chrX	2785741
chr1	4591289
chr2	2802807
chr3	2154831
chr4	2329545
chr5	3389582
chr6	2126702
chr7	3395883
chr8	2062500
chr9	3079629
chr10	2015283
chr11	2739961
chr12	3138480
chr13	939109
chr14	1191086
chr15	2713915
chr16	1653297
chr17	4016204
chr18	4822812
chr19	4633056
chr20	3087122
chr21	1583583
chr22	5192319
chrX	3807560
chr1	3734475
chr2	2429258
chr3	2424599
chr4	3809606
chr5	3431264
chr6	4720467
chr7	3740455
chr8	2460138
chr9	2705115
chr10	3309638
chr11	5233661
chr12	3141951
chr13	2997543
chr14	2712781
chr15	2885761
chr16	1787778
chr17	4489288
chr18	4143560
chr19	3566954
chr20	3806725
chr21	1002997
chr22	3394557
chrX	3045751
chr1	4443230
chr2	2313339
chr3	3078892
chr4	2187322
chr5	2937143
